Id,Rate Category Id,Rate Category,Distance,Rate
1191,2,Rates for White LPG,211,0.103879
1192,2,Rates for White LPG,212,0.104277
1193,2,Rates for White LPG,213,0.104675
1194,2,Rates for White LPG,214,0.105073
1195,2,Rates for White LPG,215,0.105471
1196,2,Rates for White LPG,216,0.105869
1197,2,Rates for White LPG,217,0.106267
1198,2,Rates for White LPG,218,0.106665
1199,2,Rates for White LPG,219,0.107063
1200,2,Rates for White LPG,220,0.107461
1201,2,Rates for White LPG,221,0.107859
1202,2,Rates for White LPG,222,0.108256
1203,2,Rates for White LPG,223,0.108654
1204,2,Rates for White LPG,224,0.109052
1205,2,Rates for White LPG,225,0.10945
1206,2,Rates for White LPG,226,0.109848
1207,2,Rates for White LPG,227,0.110246
1208,2,Rates for White LPG,228,0.110644
1209,2,Rates for White LPG,229,0.111042
1210,2,Rates for White LPG,230,0.11144
1211,2,Rates for White LPG,231,0.111838
1212,2,Rates for White LPG,232,0.112236
1213,2,Rates for White LPG,233,0.112634
1214,2,Rates for White LPG,234,0.113031
1215,2,Rates for White LPG,235,0.113429
1216,2,Rates for White LPG,236,0.113827
1217,2,Rates for White LPG,237,0.114225
1218,2,Rates for White LPG,238,0.114623
1219,2,Rates for White LPG,239,0.115021
1220,2,Rates for White LPG,240,0.115419
1221,2,Rates for White LPG,241,0.115817
1222,2,Rates for White LPG,242,0.116215
1223,2,Rates for White LPG,243,0.116613
1224,2,Rates for White LPG,244,0.117011
1225,2,Rates for White LPG,245,0.117409
1226,2,Rates for White LPG,246,0.117807
1227,2,Rates for White LPG,247,0.118204
1228,2,Rates for White LPG,248,0.118602
1229,2,Rates for White LPG,249,0.119
1230,2,Rates for White LPG,250,0.119398
1231,2,Rates for White LPG,251,0.119796
1232,2,Rates for White LPG,252,0.120194
1233,2,Rates for White LPG,253,0.120592
1234,2,Rates for White LPG,254,0.12099
1235,2,Rates for White LPG,255,0.121388
1236,2,Rates for White LPG,256,0.121786
1237,2,Rates for White LPG,257,0.122184
1238,2,Rates for White LPG,258,0.122582
1239,2,Rates for White LPG,259,0.122979
1240,2,Rates for White LPG,260,0.123377
1241,2,Rates for White LPG,261,0.123775
1242,2,Rates for White LPG,262,0.124173
1243,2,Rates for White LPG,263,0.124571
1244,2,Rates for White LPG,264,0.124969
1245,2,Rates for White LPG,265,0.125367
1246,2,Rates for White LPG,266,0.125765
1247,2,Rates for White LPG,267,0.126163
1248,2,Rates for White LPG,268,0.126561
1249,2,Rates for White LPG,269,0.126959
1250,2,Rates for White LPG,270,0.127357
1251,2,Rates for White LPG,271,0.127754
1252,2,Rates for White LPG,272,0.128152
1253,2,Rates for White LPG,273,0.12855
1254,2,Rates for White LPG,274,0.128948
1255,2,Rates for White LPG,275,0.129346
1256,2,Rates for White LPG,276,0.129744
1257,2,Rates for White LPG,277,0.130142
1258,2,Rates for White LPG,278,0.13054
1259,2,Rates for White LPG,279,0.130938
1260,2,Rates for White LPG,280,0.131336
1261,2,Rates for White LPG,281,0.131734
1262,2,Rates for White LPG,282,0.132132
1263,2,Rates for White LPG,283,0.132529
1264,2,Rates for White LPG,284,0.132927
1265,2,Rates for White LPG,285,0.133325
1266,2,Rates for White LPG,286,0.133723
1267,2,Rates for White LPG,287,0.134121
1268,2,Rates for White LPG,288,0.134519
1269,2,Rates for White LPG,289,0.134917
1270,2,Rates for White LPG,290,0.135315
1271,2,Rates for White LPG,291,0.135713
1272,2,Rates for White LPG,292,0.136111
1273,2,Rates for White LPG,293,0.136509
1274,2,Rates for White LPG,294,0.136907
1275,2,Rates for White LPG,295,0.137304
1276,2,Rates for White LPG,296,0.137702
1277,2,Rates for White LPG,297,0.1381
1278,2,Rates for White LPG,298,0.138498
1279,2,Rates for White LPG,299,0.138896
1280,2,Rates for White LPG,300,0.139294
1281,2,Rates for White LPG,301,0.139635
1282,2,Rates for White LPG,302,0.139976
1283,2,Rates for White LPG,303,0.140317
1284,2,Rates for White LPG,304,0.140658
1285,2,Rates for White LPG,305,0.140999
1286,2,Rates for White LPG,306,0.141341
1287,2,Rates for White LPG,307,0.141682
1288,2,Rates for White LPG,308,0.142023
1289,2,Rates for White LPG,309,0.142364
1290,2,Rates for White LPG,310,0.142705
1291,2,Rates for White LPG,311,0.143046
1292,2,Rates for White LPG,312,0.143387
1293,2,Rates for White LPG,313,0.143728
1294,2,Rates for White LPG,314,0.144069
1295,2,Rates for White LPG,315,0.14441
1296,2,Rates for White LPG,316,0.144751
1297,2,Rates for White LPG,317,0.145092
1298,2,Rates for White LPG,318,0.145433
1299,2,Rates for White LPG,319,0.145774
1300,2,Rates for White LPG,320,0.146116
1301,2,Rates for White LPG,321,0.146457
1302,2,Rates for White LPG,322,0.146798
1303,2,Rates for White LPG,323,0.147139
1304,2,Rates for White LPG,324,0.14748
1305,2,Rates for White LPG,325,0.147821
1306,2,Rates for White LPG,326,0.148162
1307,2,Rates for White LPG,327,0.148503
1308,2,Rates for White LPG,328,0.148844
1309,2,Rates for White LPG,329,0.149185
1310,2,Rates for White LPG,330,0.149526
1311,2,Rates for White LPG,331,0.149867
1312,2,Rates for White LPG,332,0.150208
1313,2,Rates for White LPG,333,0.150549
1314,2,Rates for White LPG,334,0.150891
1315,2,Rates for White LPG,335,0.151232
1316,2,Rates for White LPG,336,0.151573
1317,2,Rates for White LPG,337,0.151914
1318,2,Rates for White LPG,338,0.152255
1319,2,Rates for White LPG,339,0.152596
1320,2,Rates for White LPG,340,0.152937
1321,2,Rates for White LPG,341,0.153278
1322,2,Rates for White LPG,342,0.153619
1323,2,Rates for White LPG,343,0.15396
1324,2,Rates for White LPG,344,0.154301
1325,2,Rates for White LPG,345,0.154642
1326,2,Rates for White LPG,346,0.154983
1327,2,Rates for White LPG,347,0.155325
1328,2,Rates for White LPG,348,0.155666
1329,2,Rates for White LPG,349,0.156007
1330,2,Rates for White LPG,350,0.156348
1331,2,Rates for White LPG,351,0.156689
1332,2,Rates for White LPG,352,0.15703
1333,2,Rates for White LPG,353,0.157371
1334,2,Rates for White LPG,354,0.157712
1335,2,Rates for White LPG,355,0.158053
1336,2,Rates for White LPG,356,0.158394
1337,2,Rates for White LPG,357,0.158735
1338,2,Rates for White LPG,358,0.159076
1339,2,Rates for White LPG,359,0.159417
1340,2,Rates for White LPG,360,0.159758
1341,2,Rates for White LPG,361,0.1601
1342,2,Rates for White LPG,362,0.160441
1343,2,Rates for White LPG,363,0.160782
1344,2,Rates for White LPG,364,0.161123
1345,2,Rates for White LPG,365,0.161464
1346,2,Rates for White LPG,366,0.161805
1347,2,Rates for White LPG,367,0.162146
1348,2,Rates for White LPG,368,0.162487
1349,2,Rates for White LPG,369,0.162828
1350,2,Rates for White LPG,370,0.163169
1351,2,Rates for White LPG,371,0.16351
1352,2,Rates for White LPG,372,0.163851
1353,2,Rates for White LPG,373,0.164192
1354,2,Rates for White LPG,374,0.164533
1355,2,Rates for White LPG,375,0.164875
1356,2,Rates for White LPG,376,0.165216
1357,2,Rates for White LPG,377,0.165557
1358,2,Rates for White LPG,378,0.165898
1359,2,Rates for White LPG,379,0.166239
1360,2,Rates for White LPG,380,0.16658
1361,2,Rates for White LPG,381,0.166921
1362,2,Rates for White LPG,382,0.167262
1363,2,Rates for White LPG,383,0.167603
1364,2,Rates for White LPG,384,0.167944
1365,2,Rates for White LPG,385,0.168285
1366,2,Rates for White LPG,386,0.168626
1367,2,Rates for White LPG,387,0.168967
1368,2,Rates for White LPG,388,0.169308
1369,2,Rates for White LPG,389,0.16965
1370,2,Rates for White LPG,390,0.169991
1371,2,Rates for White LPG,391,0.170332
1372,2,Rates for White LPG,392,0.170673
1373,2,Rates for White LPG,393,0.171014
1374,2,Rates for White LPG,394,0.171355
1375,2,Rates for White LPG,395,0.171696
1376,2,Rates for White LPG,396,0.172037
1377,2,Rates for White LPG,397,0.172378
1378,2,Rates for White LPG,398,0.172719
